Residence_Addresses_City,elec_date,elec_year,elec_type,total_voters_asian,total_voters_black,total_voters_hispanic,total_voters_others,total_voters_white,voted_voters_asian,voted_voters_black,voted_voters_hispanic,voted_voters_others,voted_voters_white,perc_turnout_asian,perc_turnout_black,perc_turnout_hispanic,perc_turnout_others,perc_turnout_white,FECDonors_TotalDonationsAmount,FECDonors_NumberOfDonations,mean_donation,total_voters_$1000-14999,total_voters_$100000-124999,total_voters_$125000-149999,total_voters_$15000-24999,total_voters_$150000-174999,total_voters_$175000-199999,total_voters_$200000-249999,total_voters_$25000-34999,total_voters_$250000+,total_voters_$35000-49999,total_voters_$50000-74999,total_voters_$75000-99999,voted_voters_$1000-14999,voted_voters_$100000-124999,voted_voters_$125000-149999,voted_voters_$15000-24999,voted_voters_$150000-174999,voted_voters_$175000-199999,voted_voters_$200000-249999,voted_voters_$25000-34999,voted_voters_$250000+,voted_voters_$35000-49999,voted_voters_$50000-74999,voted_voters_$75000-99999,perc_turnout_income_$1000-14999,perc_turnout_income_$100000-124999,perc_turnout_income_$125000-149999,perc_turnout_income_$15000-24999,perc_turnout_income_$150000-174999,perc_turnout_income_$175000-199999,perc_turnout_income_$200000-249999,perc_turnout_income_$25000-34999,perc_turnout_income_$250000+,perc_turnout_income_$35000-49999,perc_turnout_income_$50000-74999,perc_turnout_income_$75000-99999,CommercialData_EstimatedHHIncomeAmount,total_voters_college,total_voters_no_college,voted_voters_college,voted_voters_no_college,perc_turnout_college,perc_turnout_no_college,mean_age,voter_population,voted_voters,state
Murray,2020_11_03,2020,General,601,52,1557,522,19190,510,43,1224,409,17055,84.85856905,82.69230769,78.61271676,78.35249042,88.87441376,915509,12113,75.58069842,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,276,2881,1924,316,656,746,629,552,862,975,3868,5335,86.79245283,88.48280098,89.90654206,88.76404494,88.88888889,92.44114002,93.32344214,90.04893964,93.89978214,90.95149254,83.09344791,87.77558407,103471.1504,10264,3618,9548,3303,93.02416212,91.29353234,51.80749146,37316,19241,UT
Murray,2018_11_06,2018,General,601,52,1557,522,19190,378,25,877,262,13835,62.89517471,48.07692308,56.32626846,50.19157088,72.09484106,908229,12543,72.40923224,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,229,2332,1550,250,521,628,490,458,686,860,2959,4264,72.01257862,71.62162162,72.42990654,70.2247191,70.59620596,77.81908302,72.70029674,74.71451876,74.72766885,80.2238806,63.566058,70.15465614,103471.1504,10264,3618,8102,2830,78.9360873,78.22001106,52.9316514,37316,15377,UT
Murray,2016_11_08,2016,General,601,52,1557,522,19190,371,28,861,258,13558,61.73044925,53.84615385,55.29865125,49.42528736,70.65138093,888680,12352,71.94624352,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,229,2262,1546,249,529,589,497,451,703,853,2840,4179,72.01257862,69.47174447,72.24299065,69.94382022,71.6802168,72.98636927,73.7388724,73.5725938,76.5795207,79.57089552,61.00966702,68.75616979,103471.1504,10264,3618,8090,2828,78.81917381,78.1647319,51.95495972,37316,15076,UT
Murray,2014_11_04,2014,General,601,52,1557,522,19190,194,6,401,112,8251,32.27953411,11.53846154,25.75465639,21.4559387,42.99635227,735884,9588,76.75052149,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,157,1330,886,164,286,356,293,316,428,590,1568,2522,49.37106918,40.84766585,41.40186916,46.06741573,38.75338753,44.11400248,43.47181009,51.5497553,46.62309368,55.03731343,33.68421053,41.49391247,103471.1504,10264,3618,5173,1821,50.3994544,50.33167496,56.27786989,37316,8964,UT
Murray,2019_11_05,2019,Consolidated_General,601,52,1557,522,19190,123,5,184,57,4204,20.46589018,9.615384615,11.81759794,10.91954023,21.90724336,421372,5366,78.52627656,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,99,604,436,64,160,142,164,154,245,309,894,1267,31.13207547,18.55036855,20.37383178,17.97752809,21.6802168,17.5960347,24.33234421,25.1223491,26.68845316,28.82462687,19.20515575,20.84567292,103471.1504,10264,3618,2579,806,25.12665627,22.27750138,61.3761613,37316,4573,UT
Murray,2017_11_07,2017,Consolidated_General,601,52,1557,522,19190,181,10,320,98,7679,30.11647255,19.23076923,20.55234425,18.77394636,40.01563314,544151,7594,71.65538583,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,142,1228,784,148,280,346,279,280,398,560,1441,2328,44.65408805,37.71498771,36.63551402,41.57303371,37.9403794,42.87484511,41.39465875,45.67699837,43.35511983,52.23880597,30.95596133,38.30207305,103471.1504,10264,3618,4683,1729,45.62548714,47.78883361,58.79058132,37316,8288,UT
Murray,2015_11_03,2015,Consolidated_General,601,52,1557,522,19190,147,6,240,66,5967,24.45923461,11.53846154,15.41425819,12.64367816,31.09431996,526014,7655,68.71508818,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,122,905,582,124,187,242,196,243,301,478,1178,1819,38.36477987,27.79484029,27.19626168,34.83146067,25.33875339,29.98760843,29.08011869,39.6411093,32.78867102,44.58955224,25.30612245,29.92760777,103471.1504,10264,3618,3607,1386,35.14224474,38.30845771,59.17780418,37316,6426,UT
Murray,2013_11_05,2013,Consolidated_General,601,52,1557,522,19190,46,2,77,25,2651,7.65391015,3.846153846,4.945407836,4.789272031,13.81448671,225831,3684,61.3004886,318,3256,2140,356,738,807,674,613,918,1072,4655,6078,64,408,230,78,77,101,59,106,108,217,500,822,20.12578616,12.53071253,10.74766355,21.91011236,10.43360434,12.51548947,8.753709199,17.29200653,11.76470588,20.24253731,10.74113856,13.52418559,103471.1504,10264,3618,1504,626,14.65315666,17.302377,60.34049236,37316,2801,UT
Holladay,2020_11_03,2020,General,460,12,530,388,14606,406,12,424,338,13276,88.26086957,100,80,87.11340206,90.89415309,4395545,15489,283.7849442,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,112,2320,2653,156,1005,843,1120,263,1546,528,1359,2419,91.05691057,90.66041422,89.1165603,87.15083799,88.46830986,92.73927393,92.40924092,91.63763066,91.75074184,95.30685921,92.13559322,88.1881152,136331.3939,8768,1486,8305,1363,94.71943431,91.72274563,52.28173443,22356,14456,UT
Holladay,2018_11_06,2018,General,460,12,530,388,14606,292,9,321,269,11104,63.47826087,75,60.56603774,69.32989691,76.02355196,4052143,15745,257.3606224,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,97,1938,2183,145,827,683,887,236,1251,482,1171,1981,78.86178862,75.73270809,73.32885455,81.00558659,72.79929577,75.13751375,73.18481848,82.22996516,74.24332344,87.00361011,79.38983051,72.22019686,136331.3939,8768,1486,7295,1183,83.20027372,79.60969044,53.35349942,22356,11995,UT
Holladay,2016_11_08,2016,General,460,12,530,388,14606,282,8,303,260,10668,61.30434783,66.66666667,57.16981132,67.01030928,73.03847734,4201631,16919,248.3380223,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,95,1875,2087,134,786,654,846,235,1191,482,1126,1904,77.23577236,73.27080891,70.10413168,74.8603352,69.19014085,71.94719472,69.8019802,81.8815331,70.68249258,87.00361011,76.33898305,69.4130514,136331.3939,8768,1486,7126,1140,81.27281022,76.71601615,52.46034793,22356,11521,UT
Holladay,2014_11_04,2014,General,460,12,530,388,14606,148,2,137,115,6708,32.17391304,16.66666667,25.8490566,29.63917526,45.92633164,2987614,12569,237.6970324,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,56,1132,1226,107,475,339,501,164,716,389,786,1145,45.52845528,44.2360297,41.18239839,59.77653631,41.81338028,37.29372937,41.33663366,57.14285714,42.4925816,70.2166065,53.28813559,41.74261757,136331.3939,8768,1486,4660,773,53.14781022,52.01884253,56.54211307,22356,7110,UT
Holladay,2019_11_05,2019,Consolidated_General,460,12,530,388,14606,89,1,71,57,3550,19.34782609,8.333333333,13.39622642,14.69072165,24.3050801,2430858,8504,285.848777,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,23,631,727,52,271,174,287,102,390,205,358,522,18.69918699,24.65806956,24.42055761,29.05027933,23.8556338,19.14191419,23.67986799,35.54006969,23.14540059,37.00361011,24.27118644,19.03025884,136331.3939,8768,1486,2435,362,27.77144161,24.36069987,60.64794994,22356,3768,UT
Holladay,2017_11_07,2017,Consolidated_General,460,12,530,388,14606,134,5,132,114,6278,29.13043478,41.66666667,24.90566038,29.3814433,42.98233603,1902302,11920,159.589094,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,58,1059,1135,93,418,359,451,155,675,353,767,1081,47.15447154,41.38335287,38.12562983,51.95530726,36.79577465,39.49394939,37.21122112,54.00696864,40.05934718,63.71841155,52,39.40940576,136331.3939,8768,1486,4352,689,49.6350365,46.36608345,58.50023964,22356,6663,UT
Holladay,2015_11_03,2015,Consolidated_General,460,12,530,388,14606,92,3,100,76,4876,20,25,18.86792453,19.58762887,33.38354101,2507751,10305,243.3528384,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,48,830,847,83,319,216,332,133,468,329,648,851,39.02439024,32.43454474,28.4514612,46.36871508,28.08098592,23.76237624,27.39273927,46.34146341,27.77448071,59.38628159,43.93220339,31.02442581,136331.3939,8768,1486,3306,589,37.70529197,39.63660834,59.29714414,22356,5147,UT
Holladay,2013_11_05,2013,Consolidated_General,460,12,530,388,14606,57,1,38,32,2957,12.39130435,8.333333333,7.169811321,8.24742268,20.24510475,2026678,7843,258.4059671,123,2559,2977,179,1136,909,1212,287,1685,554,1475,2743,33,417,504,52,178,146,216,82,328,216,360,530,26.82926829,16.2954279,16.9297951,29.05027933,15.66901408,16.06160616,17.82178218,28.57142857,19.46587537,38.98916968,24.40677966,19.32191032,136331.3939,8768,1486,2068,331,23.58576642,22.27456258,60.0594918,22356,3085,UT
Cottonwood Heights,2020_11_03,2020,General,554,17,673,489,15265,473,13,556,405,13630,85.37906137,76.47058824,82.61515602,82.82208589,89.28922371,2745699,12755,215.2645237,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,87,2231,2670,158,1036,788,1029,356,1222,492,1659,3194,89.69072165,90.14141414,88.55721393,90.28571429,89.77469671,88.34080717,91.62956367,92.46753247,92.08741522,89.7810219,87.96394486,85.97577389,129306.3511,9207,1821,8606,1671,93.47235799,91.76276771,51.96389701,25768,15077,UT
Cottonwood Heights,2018_11_06,2018,General,554,17,673,489,15265,335,7,414,293,10969,60.46931408,41.17647059,61.51560178,59.91820041,71.85718965,2734650,12422,220.1457092,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,70,1777,2118,121,832,646,801,325,937,437,1350,2498,72.16494845,71.7979798,70.24875622,69.14285714,72.09705373,72.42152466,71.32680321,84.41558442,70.6103994,79.74452555,71.58006363,67.24091521,129306.3511,9207,1821,7371,1405,80.05865103,77.15540912,53.28009108,25768,12018,UT
Cottonwood Heights,2016_11_08,2016,General,554,17,673,489,15265,345,6,400,289,10894,62.27436823,35.29411765,59.43536404,59.1002045,71.36586964,2768627,12404,223.2043696,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,69,1741,2083,135,816,632,804,324,947,432,1369,2474,71.13402062,70.34343434,69.08789386,77.14285714,70.71057192,70.85201794,71.59394479,84.15584416,71.3639789,78.83211679,72.58748674,66.5948856,129306.3511,9207,1821,7352,1437,79.8522863,78.91268534,51.85637393,25768,11934,UT
Cottonwood Heights,2014_11_04,2014,General,554,17,673,489,15265,159,3,185,115,6378,28.70036101,17.64705882,27.48885587,23.51738241,41.78185391,2390186,10019,238.5653259,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,41,968,1149,90,439,351,383,266,530,309,869,1400,42.26804124,39.11111111,38.10945274,51.42857143,38.04159445,39.34977578,34.10507569,69.09090909,39.93971364,56.38686131,46.07635207,37.68506057,129306.3511,9207,1821,4536,929,49.26686217,51.01592532,56.36618853,25768,6840,UT
Cottonwood Heights,2019_11_05,2019,Consolidated_General,554,17,673,489,15265,115,4,114,101,4421,20.75812274,23.52941176,16.93907875,20.65439673,28.96167704,2037128,6570,310.0651446,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,32,663,761,57,299,238,272,187,334,232,637,1011,32.98969072,26.78787879,25.24046434,32.57142857,25.90987868,26.68161435,24.22083704,48.57142857,25.16955539,42.33576642,33.77518558,27.21399731,129306.3511,9207,1821,3066,631,33.30074943,34.6512905,60.26058196,25768,4755,UT
Cottonwood Heights,2017_11_07,2017,Consolidated_General,554,17,673,489,15265,184,4,173,146,6589,33.21299639,23.52941176,25.70579495,29.85685072,43.16410088,2468197,9377,263.2181935,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,43,1027,1239,80,452,366,465,244,537,306,858,1426,44.32989691,41.49494949,41.09452736,45.71428571,39.16811092,41.03139013,41.40694568,63.37662338,40.46721929,55.83941606,45.4931071,38.38492598,129306.3511,9207,1821,4667,865,50.68969263,47.50137287,57.58212827,25768,7096,UT
Cottonwood Heights,2015_11_03,2015,Consolidated_General,554,17,673,489,15265,124,3,115,97,4841,22.38267148,17.64705882,17.08766716,19.83640082,31.71306911,2310727,8940,258.4705817,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,34,677,810,77,326,255,306,235,357,262,722,1090,35.05154639,27.35353535,26.86567164,44,28.24956672,28.58744395,27.24844167,61.03896104,26.90278824,47.81021898,38.28207847,29.34051144,129306.3511,9207,1821,3395,713,36.87411752,39.15431082,58.47387759,25768,5180,UT
Cottonwood Heights,2013_11_05,2013,Consolidated_General,554,17,673,489,15265,95,3,92,72,4181,17.14801444,17.64705882,13.67013373,14.72392638,27.389453,2009225,6205,323.8074134,97,2475,3015,175,1154,892,1123,385,1327,548,1886,3715,33,583,745,72,270,196,262,201,325,253,614,866,34.02061856,23.55555556,24.70978441,41.14285714,23.39688042,21.97309417,23.33036509,52.20779221,24.49133384,46.16788321,32.55567338,23.31090175,129306.3511,9207,1821,2999,659,32.57304225,36.18890719,58.00859372,25768,4443,UT
Kearns,2020_11_03,2020,General,1,,18,1,37,1,,9,1,18,100,,50,100,48.64864865,0,0,,,7,2,2,1,,,,,3,19,19,,2,1,2,0,,,,,1,11,10,,28.57142857,50,100,0,,,,,33.33333333,57.89473684,52.63157895,77780.5283,12,13,7,8,58.33333333,61.53846154,37.69191607,23915,29,UT
Kearns,2018_11_06,2018,General,1,,18,1,37,0,,6,1,14,0,,33.33333333,100,37.83783784,0,0,,,7,2,2,1,,,,,3,19,19,,3,0,2,1,,,,,0,6,6,,42.85714286,0,100,100,,,,,0,31.57894737,31.57894737,77780.5283,12,13,6,7,50,53.84615385,38.53747527,23915,21,UT
Kearns,2016_11_08,2016,General,1,,18,1,37,0,,5,1,16,0,,27.77777778,100,43.24324324,0,0,,,7,2,2,1,,,,,3,19,19,,4,1,1,1,,,,,0,6,7,,57.14285714,50,50,100,,,,,0,31.57894737,36.84210526,77780.5283,12,13,5,9,41.66666667,69.23076923,38.61631158,23915,22,UT
Kearns,2014_11_04,2014,General,1,,18,1,37,0,,2,0,6,0,,11.11111111,0,16.21621622,0,0,,,7,2,2,1,,,,,3,19,19,,2,0,0,0,,,,,0,3,2,,28.57142857,0,0,0,,,,,0,15.78947368,10.52631579,77780.5283,12,13,1,5,8.333333333,38.46153846,36.50348741,23915,8,UT
Millcreek,2020_11_03,2020,General,933,71,1322,753,23200,820,61,1091,612,21018,87.88853162,85.91549296,82.52647504,81.2749004,90.59482759,3149796,22919,137.4316506,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,274,3507,2363,325,1670,1092,1431,589,1517,934,4070,5516,88.67313916,90.24704066,91.37664346,89.04109589,92.77777778,93.25362938,93.71316306,91.45962733,93.99008674,87.61726079,85.61211611,89.7640358,117056.8759,13169,3034,12426,2800,94.35796188,92.28740936,50.74440791,45565,23602,UT
Millcreek,2018_11_06,2018,General,933,71,1322,753,23200,548,31,743,435,17498,58.73526259,43.66197183,56.20272315,57.7689243,75.42241379,2897649,22565,128.4134279,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,217,2905,1937,283,1414,881,1187,527,1288,764,3163,4454,70.22653722,74.75553268,74.9033256,77.53424658,78.55555556,75.23484202,77.73411919,81.83229814,79.80173482,71.66979362,66.53344552,72.48169243,117056.8759,13169,3034,10915,2396,82.88404587,78.97165458,51.68047042,45565,19255,UT
Millcreek,2016_11_08,2016,General,933,71,1322,753,23200,557,29,703,445,16880,59.69989282,40.84507042,53.17700454,59.09694555,72.75862069,2828445,20154,140.3416195,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,210,2809,1910,278,1364,838,1155,509,1243,748,3088,4235,67.96116505,72.28512609,73.85924207,76.16438356,75.77777778,71.56276687,75.63850688,79.03726708,77.01363073,70.16885553,64.95582667,68.91781937,117056.8759,13169,3034,10680,2374,81.09955198,78.24653922,50.74175959,45565,18614,UT
Millcreek,2014_11_04,2014,General,933,71,1322,753,23200,273,13,339,209,10327,29.26045016,18.30985915,25.6429652,27.75564409,44.51293103,2403459,16647,144.3779059,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,136,1680,1142,211,812,491,691,365,745,517,1742,2506,44.01294498,43.23211529,44.1608662,57.80821918,45.11111111,41.92997438,45.25212836,56.67701863,46.15861214,48.49906191,36.64282709,40.78112286,117056.8759,13169,3034,6928,1538,52.60839851,50.69215557,55.0480029,45565,11161,UT
Millcreek,2019_11_05,2019,Consolidated_General,933,71,1322,753,23200,286,14,348,184,9728,30.65380493,19.71830986,26.32375189,24.43559097,41.93103448,2057608,17582,117.0292344,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,122,1608,1070,172,788,517,671,321,712,470,1617,2388,39.48220065,41.37931034,41.37664346,47.12328767,43.77777778,44.15029889,43.94237066,49.8447205,44.11400248,44.09005629,34.01346235,38.86086249,117056.8759,13169,3034,6462,1356,49.0697851,44.69347396,57.40898795,45565,10560,UT
Millcreek,2017_11_07,2017,Consolidated_General,933,71,1322,753,23200,251,12,278,151,8657,26.90246517,16.90140845,21.02874433,20.05312085,37.31465517,1917748,14749,130.0256289,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,103,1417,935,169,766,423,594,292,628,445,1433,2038,33.33333333,36.46423057,36.15622583,46.30136986,42.55555556,36.12297182,38.89980354,45.34161491,38.90954151,41.74484053,30.14303744,33.16517494,117056.8759,13169,3034,5790,1231,43.96689194,40.57350033,56.83001629,45565,9349,UT
Millcreek,2015_11_03,2015,Consolidated_General,933,71,1322,753,23200,257,7,272,179,9691,27.54555198,9.85915493,20.57488654,23.77158035,41.77155172,2016666,14910,135.2559356,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,118,1592,1074,193,780,497,653,324,700,489,1566,2304,38.18770227,40.96757591,41.53132251,52.87671233,43.33333333,42.44235696,42.76358874,50.31055901,43.37050805,45.87242026,32.94068153,37.49389748,117056.8759,13169,3034,6552,1397,49.75320829,46.04482531,55.89768034,45565,10406,UT
Millcreek,2009_11_04,2009,Consolidated_General,933,71,1322,753,23200,68,4,81,47,3272,7.288317256,5.633802817,6.127080182,6.241699867,14.10344828,613925,5948,103.2153665,309,3886,2586,365,1800,1171,1527,644,1614,1066,4754,6145,47,498,370,83,227,157,193,119,242,181,538,762,15.21035599,12.81523417,14.30781129,22.73972603,12.61111111,13.40734415,12.63916176,18.47826087,14.99380421,16.9793621,11.31678586,12.40032547,117056.8759,13169,3034,2162,486,16.41734376,16.01845748,54.45854429,45565,3472,UT
Lehi,2020_11_03,2020,General,559,29,1562,340,27225,450,23,1205,261,23089,80.50089445,79.31034483,77.1446863,76.76470588,84.80808081,482059,4768,101.1029782,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,135,4080,3799,156,1626,1514,970,206,1044,537,2693,7962,83.85093168,86.40406607,83.65998679,88.63636364,85.98625066,88.02325581,86.68453977,84.08163265,86.78304239,84.03755869,83.27149041,82.27756536,119864.0492,14744,3473,13232,3029,89.74498101,87.21566369,43.18021481,34491,25028,UT
Lehi,2018_11_06,2018,General,559,29,1562,340,27225,210,9,557,128,13864,37.56708408,31.03448276,35.65941101,37.64705882,50.92378329,408640,3990,102.4160401,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,104,2458,2154,119,903,891,582,162,549,391,1730,4549,64.59627329,52.05421432,47.4344858,67.61363636,47.7525119,51.80232558,52.01072386,66.12244898,45.63591022,61.18935837,53.49412492,47.00837036,119864.0492,14744,3473,8612,1971,58.41020076,56.75208753,45.82809081,34491,14768,UT
Lehi,2016_11_08,2016,General,559,29,1562,340,27225,255,8,678,172,16030,45.61717352,27.5862069,43.40588988,50.58823529,58.87970615,418336,4143,100.9741733,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,106,2882,2498,126,1126,1059,662,164,688,414,1902,5319,65.83850932,61.0334604,55.00990971,71.59090909,59.54521417,61.56976744,59.15996425,66.93877551,57.19035744,64.78873239,58.81261596,54.96538183,119864.0492,14744,3473,10022,2287,67.97341291,65.85084941,43.0576811,34491,17143,UT
Lehi,2014_11_04,2014,General,559,29,1562,340,27225,76,2,169,68,6612,13.59570662,6.896551724,10.81946223,20,24.28650138,257394,2884,89.24895978,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,61,1088,982,85,442,427,261,102,214,241,871,2056,37.88819876,23.04108429,21.62519269,48.29545455,23.37387626,24.8255814,23.32439678,41.63265306,17.78886118,37.71517997,26.93259122,21.246254,119864.0492,14744,3473,4309,1024,29.22544764,29.48459545,48.32904461,34491,6927,UT
Lehi,2019_11_05,2019,Consolidated_General,559,29,1562,340,27225,96,2,185,60,6700,17.17352415,6.896551724,11.84379001,17.64705882,24.6097337,209430,1758,119.1296928,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,55,1146,983,71,422,433,256,107,248,253,886,2107,34.16149068,24.26937738,21.64721427,40.34090909,22.3162348,25.1744186,22.87756926,43.67346939,20.61512884,39.59311424,27.39641311,21.77327684,119864.0492,14744,3473,4341,1034,29.44248508,29.77253095,50.89572496,34491,7043,UT
Lehi,2017_11_07,2017,Consolidated_General,559,29,1562,340,27225,98,2,163,59,6722,17.5313059,6.896551724,10.43533931,17.35294118,24.69054178,220863,2251,98.11772546,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,74,1125,981,69,429,429,242,108,243,256,887,2110,45.96273292,23.82465057,21.60317111,39.20454545,22.68640931,24.94186047,21.62645219,44.08163265,20.19950125,40.06259781,27.42733457,21.80427819,119864.0492,14744,3473,4327,1056,29.3475312,30.40598906,50.19891075,34491,7044,UT
Lehi,2015_11_03,2015,Consolidated_General,559,29,1562,340,27225,78,2,116,51,5536,13.95348837,6.896551724,7.42637644,15,20.33425161,149745,1281,116.8969555,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,59,901,821,67,334,363,207,103,207,235,754,1659,36.64596273,19.08089792,18.07971812,38.06818182,17.66261237,21.10465116,18.49865952,42.04081633,17.20698254,36.77621283,23.31478046,17.1437429,119864.0492,14744,3473,3597,893,24.39636462,25.71264037,49.94566314,34491,5783,UT
Lehi,2013_11_05,2013,Consolidated_General,559,29,1562,340,27225,31,2,49,28,3153,5.545617174,6.896551724,3.137003841,8.235294118,11.58126722,108044,1061,101.8322337,161,4722,4541,176,1891,1720,1119,245,1203,639,3234,9677,39,462,474,49,180,209,134,64,116,149,407,938,24.22360248,9.783989835,10.43822946,27.84090909,9.518773136,12.15116279,11.97497766,26.12244898,9.642560266,23.31768388,12.58503401,9.6930867,119864.0492,14744,3473,1990,533,13.49701574,15.34696228,50.01635764,34491,3263,UT
Springville,2020_11_03,2020,General,226,8,1080,141,12636,172,7,764,104,10456,76.10619469,87.5,70.74074074,73.75886525,82.74770497,357415,3977,89.87050541,154,2027,1365,196,532,514,605,292,380,690,3733,3393,130,1718,1151,169,450,453,503,255,326,592,2913,2705,84.41558442,84.75579674,84.32234432,86.2244898,84.58646617,88.13229572,83.14049587,87.32876712,85.78947368,85.79710145,78.03375301,79.72295903,101947.0993,6465,2119,5712,1826,88.35266821,86.17272298,46.87881277,19809,11503,UT
Springville,2018_11_06,2018,General,226,8,1080,141,12636,104,3,358,59,6948,46.01769912,37.5,33.14814815,41.84397163,54.98575499,352204,3893,90.47110198,154,2027,1365,196,532,514,605,292,380,690,3733,3393,83,1130,747,116,297,296,353,199,214,445,1797,1710,53.8961039,55.74740997,54.72527473,59.18367347,55.82706767,57.58754864,58.34710744,68.15068493,56.31578947,64.49275362,48.13822663,50.39787798,101947.0993,6465,2119,4098,1320,63.387471,62.29353469,50.1127059,19809,7472,UT
Springville,2016_11_08,2016,General,226,8,1080,141,12636,114,2,468,67,7730,50.44247788,25,43.33333333,47.5177305,61.17442229,331556,3752,88.36780384,154,2027,1365,196,532,514,605,292,380,690,3733,3393,94,1253,831,118,357,328,391,210,232,474,2046,1931,61.03896104,61.81549087,60.87912088,60.20408163,67.10526316,63.81322957,64.62809917,71.91780822,61.05263158,68.69565217,54.80846504,56.91128795,101947.0993,6465,2119,4545,1499,70.30162413,70.74091553,47.28988763,19809,8381,UT
Springville,2014_11_04,2014,General,226,8,1080,141,12636,44,0,109,21,3366,19.46902655,0,10.09259259,14.89361702,26.63817664,236963,2318,102.2273512,154,2027,1365,196,532,514,605,292,380,690,3733,3393,53,491,333,63,146,148,137,133,96,265,844,777,34.41558442,24.22298964,24.3956044,32.14285714,27.44360902,28.79377432,22.6446281,45.54794521,25.26315789,38.4057971,22.60916153,22.90008842,101947.0993,6465,2119,2073,705,32.0649652,33.27041057,53.73264815,19809,3540,UT
Springville,2019_11_05,2019,Consolidated_General,226,8,1080,141,12636,50,0,102,29,3731,22.12389381,0,9.444444444,20.56737589,29.52674897,198007,2377,83.30122003,154,2027,1365,196,532,514,605,292,380,690,3733,3393,59,564,364,70,165,174,177,135,116,289,923,836,38.31168831,27.82437099,26.66666667,35.71428571,31.01503759,33.85214008,29.25619835,46.23287671,30.52631579,41.88405797,24.72542191,24.63896257,101947.0993,6465,2119,2269,791,35.0966744,37.32892874,56.54419831,19809,3912,UT
Springville,2017_11_07,2017,Consolidated_General,226,8,1080,141,12636,56,1,118,27,4137,24.77876106,12.5,10.92592593,19.14893617,32.73979107,266333,2650,100.5030189,154,2027,1365,196,532,514,605,292,380,690,3733,3393,57,677,385,77,193,188,191,148,136,310,1005,916,37.01298701,33.39911199,28.20512821,39.28571429,36.27819549,36.57587549,31.57024793,50.68493151,35.78947368,44.92753623,26.92204661,26.99675803,101947.0993,6465,2119,2571,845,39.76798144,39.87730061,54.80794424,19809,4339,UT
Springville,2015_11_03,2015,Consolidated_General,226,8,1080,141,12636,48,0,122,21,3845,21.23893805,0,11.2962963,14.89361702,30.42893321,228404,2544,89.78144654,154,2027,1365,196,532,514,605,292,380,690,3733,3393,43,647,427,67,184,172,180,132,137,276,870,862,27.92207792,31.91909225,31.28205128,34.18367347,34.58646617,33.46303502,29.75206612,45.20547945,36.05263158,40,23.30565229,25.40524609,101947.0993,6465,2119,2491,814,38.53054911,38.41434639,52.88105039,19809,4036,UT
Springville,2013_11_05,2013,Consolidated_General,226,8,1080,141,12636,19,0,24,10,1515,8.407079646,0,2.222222222,7.092198582,11.98955366,103330,1559,66.27966645,154,2027,1365,196,532,514,605,292,380,690,3733,3393,31,210,155,24,68,69,55,64,45,122,350,347,20.12987013,10.36013814,11.35531136,12.24489796,12.78195489,13.42412451,9.090909091,21.91780822,11.84210526,17.68115942,9.375837128,10.22693781,101947.0993,6465,2119,931,310,14.40061872,14.62954224,54.93010553,19809,1568,UT
